from,to,Migration,year,gemeente fromnaamvolledig,provincie from
Ferwerderadiel,Emmen,3,2015,Ferwerderadiel,Friesland
Franekeradeel,Emmen,3,2015,Franekeradeel,Friesland
De.Friese.Meren,Emmen,5,2015,De Friese Meren,Friesland
De.Fryske.Marren,Emmen,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Emmen,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Emmen,272,2015,Groningen,Groningen
Grootegast,Emmen,0,2015,Grootegast,Groningen
Haren,Emmen,24,2015,Haren,Groningen
Harlingen,Emmen,1,2015,Harlingen,Friesland
Heerenveen,Emmen,4,2015,Heerenveen,Friesland
Hoogeveen,Emmen,91,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Emmen,13,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Emmen,1,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Emmen,4,2015,Leek,Groningen
Leeuwarden,Emmen,33,2015,Leeuwarden,Friesland
Leeuwarderadeel,Emmen,1,2015,Leeuwarderadeel,Friesland
Lemsterland,Emmen,NA,2015,Lemsterland,Friesland
Littenseradiel,Emmen,3,2015,Littenseradiel,Friesland
Loppersum,Emmen,5,2015,Loppersum,Groningen
De.Marne,Emmen,2,2015,De Marne,Groningen
Marum,Emmen,1,2015,Marum,Groningen
Menameradiel,Emmen,0,2015,Menameradiel,Friesland
Menterwolde,Emmen,2,2015,Menterwolde,Groningen
Meppel,Emmen,18,2015,Meppel,Drenthe
Midden.Drenthe,Emmen,55,2015,Midden Drenthe,Drenthe
Midden.Groningen,Emmen,NA,2015,Midden Groningen,Groningen
Noordenveld,Emmen,25,2015,Noordenveld,Drenthe
Oldambt,Emmen,5,2015,Oldambt,Groningen
Ooststellingwerf,Emmen,6,2015,Ooststellingwerf,Friesland
Opsterland,Emmen,4,2015,Opsterland,Friesland
Pekela,Emmen,16,2015,Pekela,Groningen
Schiermonnikoog,Emmen,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Emmen,NA,2015,Skarsterlân,Friesland
Slochteren,Emmen,5,2015,Slochteren,Groningen
Smallingerland,Emmen,29,2015,Smallingerland,Friesland
Stadskanaal,Emmen,102,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Emmen,10,2015,Súdwest Fryslân,Friesland
Terschelling,Emmen,3,2015,Terschelling,Friesland
Tynaarlo,Emmen,27,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Emmen,5,2015,Tytsjerksteradiel,Friesland
Veendam,Emmen,24,2015,Veendam,Groningen
Vlagtwedde,Emmen,94,2015,Vlagtwedde,Groningen
Vlieland,Emmen,0,2015,Vlieland,Friesland
Waadhoeke,Emmen,NA,2015,Waadhoeke,Friesland
Westerveld,Emmen,20,2015,Westerveld,Drenthe
Westerwolde,Emmen,NA,2015,Westerwolde,Groningen
Weststellingwerf,Emmen,7,2015,Weststellingwerf,Friesland
Winsum,Emmen,4,2015,Winsum,Groningen
De.Wolden,Emmen,13,2015,De Wolden,Drenthe
Zuidhorn,Emmen,6,2015,Zuidhorn,Groningen
Aa.en.Hunze,Ferwerderadiel,0,2015,Aa en Hunze,Drenthe
Achtkarspelen,Ferwerderadiel,2,2015,Achtkarspelen,Friesland
Ameland,Ferwerderadiel,1,2015,Ameland,Friesland
Appingedam,Ferwerderadiel,0,2015,Appingedam,Groningen
Assen,Ferwerderadiel,1,2015,Assen,Drenthe
Bedum,Ferwerderadiel,0,2015,Bedum,Groningen
Bellingwedde,Ferwerderadiel,0,2015,Bellingwedde,Groningen
het.Bildt,Ferwerderadiel,8,2015,het Bildt,Friesland
Boarnsterhim,Ferwerderadiel,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Ferwerderadiel,0,2015,Ten Boer,Groningen
Borger.Odoorn,Ferwerderadiel,0,2015,Borger Odoorn,Drenthe
Coevorden,Ferwerderadiel,0,2015,Coevorden,Drenthe
Dantumadiel,Ferwerderadiel,19,2015,Dantumadiel,Friesland
Delfzijl,Ferwerderadiel,1,2015,Delfzijl,Groningen
Dongeradeel,Ferwerderadiel,35,2015,Dongeradeel,Friesland
Eemsmond,Ferwerderadiel,0,2015,Eemsmond,Groningen
Emmen,Ferwerderadiel,0,2015,Emmen,Drenthe
Ferwerderadiel,Ferwerderadiel,NA,2015,Ferwerderadiel,Friesland
Franekeradeel,Ferwerderadiel,19,2015,Franekeradeel,Friesland
De.Friese.Meren,Ferwerderadiel,0,2015,De Friese Meren,Friesland
De.Fryske.Marren,Ferwerderadiel,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Ferwerderadiel,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Ferwerderadiel,8,2015,Groningen,Groningen
Grootegast,Ferwerderadiel,0,2015,Grootegast,Groningen
Haren,Ferwerderadiel,2,2015,Haren,Groningen
Harlingen,Ferwerderadiel,1,2015,Harlingen,Friesland
Heerenveen,Ferwerderadiel,2,2015,Heerenveen,Friesland
Hoogeveen,Ferwerderadiel,2,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Ferwerderadiel,0,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Ferwerderadiel,0,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Ferwerderadiel,2,2015,Leek,Groningen
Leeuwarden,Ferwerderadiel,59,2015,Leeuwarden,Friesland
Leeuwarderadeel,Ferwerderadiel,26,2015,Leeuwarderadeel,Friesland
Lemsterland,Ferwerderadiel,NA,2015,Lemsterland,Friesland
Littenseradiel,Ferwerderadiel,2,2015,Littenseradiel,Friesland
Loppersum,Ferwerderadiel,0,2015,Loppersum,Groningen
De.Marne,Ferwerderadiel,2,2015,De Marne,Groningen
Marum,Ferwerderadiel,0,2015,Marum,Groningen
Menameradiel,Ferwerderadiel,5,2015,Menameradiel,Friesland
Menterwolde,Ferwerderadiel,5,2015,Menterwolde,Groningen
Meppel,Ferwerderadiel,0,2015,Meppel,Drenthe
Midden.Drenthe,Ferwerderadiel,2,2015,Midden Drenthe,Drenthe
Midden.Groningen,Ferwerderadiel,NA,2015,Midden Groningen,Groningen
Noordenveld,Ferwerderadiel,0,2015,Noordenveld,Drenthe
Oldambt,Ferwerderadiel,0,2015,Oldambt,Groningen
Ooststellingwerf,Ferwerderadiel,5,2015,Ooststellingwerf,Friesland
Opsterland,Ferwerderadiel,2,2015,Opsterland,Friesland
Pekela,Ferwerderadiel,0,2015,Pekela,Groningen
Schiermonnikoog,Ferwerderadiel,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Ferwerderadiel,NA,2015,Skarsterlân,Friesland
Slochteren,Ferwerderadiel,0,2015,Slochteren,Groningen
Smallingerland,Ferwerderadiel,6,2015,Smallingerland,Friesland
Stadskanaal,Ferwerderadiel,0,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Ferwerderadiel,4,2015,Súdwest Fryslân,Friesland
Terschelling,Ferwerderadiel,0,2015,Terschelling,Friesland
Tynaarlo,Ferwerderadiel,0,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Ferwerderadiel,15,2015,Tytsjerksteradiel,Friesland
Veendam,Ferwerderadiel,0,2015,Veendam,Groningen
Vlagtwedde,Ferwerderadiel,0,2015,Vlagtwedde,Groningen
Vlieland,Ferwerderadiel,0,2015,Vlieland,Friesland
Waadhoeke,Ferwerderadiel,NA,2015,Waadhoeke,Friesland
Westerveld,Ferwerderadiel,0,2015,Westerveld,Drenthe
Westerwolde,Ferwerderadiel,NA,2015,Westerwolde,Groningen
Weststellingwerf,Ferwerderadiel,2,2015,Weststellingwerf,Friesland
Winsum,Ferwerderadiel,0,2015,Winsum,Groningen
De.Wolden,Ferwerderadiel,0,2015,De Wolden,Drenthe
Zuidhorn,Ferwerderadiel,0,2015,Zuidhorn,Groningen
Aa.en.Hunze,Franekeradeel,0,2015,Aa en Hunze,Drenthe
Achtkarspelen,Franekeradeel,5,2015,Achtkarspelen,Friesland
Ameland,Franekeradeel,2,2015,Ameland,Friesland
Appingedam,Franekeradeel,0,2015,Appingedam,Groningen
Assen,Franekeradeel,4,2015,Assen,Drenthe
Bedum,Franekeradeel,0,2015,Bedum,Groningen
Bellingwedde,Franekeradeel,4,2015,Bellingwedde,Groningen
het.Bildt,Franekeradeel,30,2015,het Bildt,Friesland
Boarnsterhim,Franekeradeel,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Franekeradeel,0,2015,Ten Boer,Groningen
Borger.Odoorn,Franekeradeel,1,2015,Borger Odoorn,Drenthe
Coevorden,Franekeradeel,0,2015,Coevorden,Drenthe
Dantumadiel,Franekeradeel,6,2015,Dantumadiel,Friesland
Delfzijl,Franekeradeel,10,2015,Delfzijl,Groningen
Dongeradeel,Franekeradeel,5,2015,Dongeradeel,Friesland
Eemsmond,Franekeradeel,0,2015,Eemsmond,Groningen
Emmen,Franekeradeel,1,2015,Emmen,Drenthe
Ferwerderadiel,Franekeradeel,8,2015,Ferwerderadiel,Friesland
Franekeradeel,Franekeradeel,NA,2015,Franekeradeel,Friesland
De.Friese.Meren,Franekeradeel,8,2015,De Friese Meren,Friesland
De.Fryske.Marren,Franekeradeel,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Franekeradeel,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Franekeradeel,42,2015,Groningen,Groningen
Grootegast,Franekeradeel,3,2015,Grootegast,Groningen
Haren,Franekeradeel,7,2015,Haren,Groningen
Harlingen,Franekeradeel,87,2015,Harlingen,Friesland
Heerenveen,Franekeradeel,33,2015,Heerenveen,Friesland
Hoogeveen,Franekeradeel,0,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Franekeradeel,2,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Franekeradeel,5,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Franekeradeel,2,2015,Leek,Groningen
Leeuwarden,Franekeradeel,167,2015,Leeuwarden,Friesland
Leeuwarderadeel,Franekeradeel,14,2015,Leeuwarderadeel,Friesland
Lemsterland,Franekeradeel,NA,2015,Lemsterland,Friesland
Littenseradiel,Franekeradeel,27,2015,Littenseradiel,Friesland
Loppersum,Franekeradeel,0,2015,Loppersum,Groningen
De.Marne,Franekeradeel,0,2015,De Marne,Groningen
Marum,Franekeradeel,1,2015,Marum,Groningen
Menameradiel,Franekeradeel,68,2015,Menameradiel,Friesland
Menterwolde,Franekeradeel,0,2015,Menterwolde,Groningen
Meppel,Franekeradeel,0,2015,Meppel,Drenthe
Midden.Drenthe,Franekeradeel,7,2015,Midden Drenthe,Drenthe
Midden.Groningen,Franekeradeel,NA,2015,Midden Groningen,Groningen
Noordenveld,Franekeradeel,6,2015,Noordenveld,Drenthe
Oldambt,Franekeradeel,2,2015,Oldambt,Groningen
Ooststellingwerf,Franekeradeel,3,2015,Ooststellingwerf,Friesland
Opsterland,Franekeradeel,7,2015,Opsterland,Friesland
Pekela,Franekeradeel,0,2015,Pekela,Groningen
Schiermonnikoog,Franekeradeel,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Franekeradeel,NA,2015,Skarsterlân,Friesland
Slochteren,Franekeradeel,0,2015,Slochteren,Groningen
Smallingerland,Franekeradeel,24,2015,Smallingerland,Friesland
Stadskanaal,Franekeradeel,2,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Franekeradeel,62,2015,Súdwest Fryslân,Friesland
Terschelling,Franekeradeel,7,2015,Terschelling,Friesland
Tynaarlo,Franekeradeel,7,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Franekeradeel,14,2015,Tytsjerksteradiel,Friesland
Veendam,Franekeradeel,0,2015,Veendam,Groningen
Vlagtwedde,Franekeradeel,0,2015,Vlagtwedde,Groningen
Vlieland,Franekeradeel,5,2015,Vlieland,Friesland
Waadhoeke,Franekeradeel,NA,2015,Waadhoeke,Friesland
Westerveld,Franekeradeel,0,2015,Westerveld,Drenthe
Westerwolde,Franekeradeel,NA,2015,Westerwolde,Groningen
Weststellingwerf,Franekeradeel,5,2015,Weststellingwerf,Friesland
Winsum,Franekeradeel,1,2015,Winsum,Groningen
De.Wolden,Franekeradeel,2,2015,De Wolden,Drenthe
Zuidhorn,Franekeradeel,1,2015,Zuidhorn,Groningen
Aa.en.Hunze,De.Friese.Meren,0,2015,Aa en Hunze,Drenthe
Achtkarspelen,De.Friese.Meren,7,2015,Achtkarspelen,Friesland
Ameland,De.Friese.Meren,0,2015,Ameland,Friesland
Appingedam,De.Friese.Meren,0,2015,Appingedam,Groningen
Assen,De.Friese.Meren,2,2015,Assen,Drenthe
Bedum,De.Friese.Meren,1,2015,Bedum,Groningen
Bellingwedde,De.Friese.Meren,4,2015,Bellingwedde,Groningen
het.Bildt,De.Friese.Meren,3,2015,het Bildt,Friesland
Boarnsterhim,De.Friese.Meren,NA,2015,Boarnsterhim,Friesland
Ten.Boer,De.Friese.Meren,0,2015,Ten Boer,Groningen
Borger.Odoorn,De.Friese.Meren,2,2015,Borger Odoorn,Drenthe
Coevorden,De.Friese.Meren,3,2015,Coevorden,Drenthe
Dantumadiel,De.Friese.Meren,4,2015,Dantumadiel,Friesland
Delfzijl,De.Friese.Meren,45,2015,Delfzijl,Groningen
Dongeradeel,De.Friese.Meren,3,2015,Dongeradeel,Friesland
Eemsmond,De.Friese.Meren,0,2015,Eemsmond,Groningen
Emmen,De.Friese.Meren,5,2015,Emmen,Drenthe
Ferwerderadiel,De.Friese.Meren,6,2015,Ferwerderadiel,Friesland
Franekeradeel,De.Friese.Meren,14,2015,Franekeradeel,Friesland
De.Friese.Meren,De.Friese.Meren,NA,2015,De Friese Meren,Friesland
De.Fryske.Marren,De.Friese.Meren,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,De.Friese.Meren,NA,2015,Gaasterlân Sleat,Friesland
Groningen,De.Friese.Meren,118,2015,Groningen,Groningen
Grootegast,De.Friese.Meren,3,2015,Grootegast,Groningen
Haren,De.Friese.Meren,5,2015,Haren,Groningen
Harlingen,De.Friese.Meren,8,2015,Harlingen,Friesland
Heerenveen,De.Friese.Meren,232,2015,Heerenveen,Friesland
Hoogeveen,De.Friese.Meren,5,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,De.Friese.Meren,4,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,De.Friese.Meren,2,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,De.Friese.Meren,0,2015,Leek,Groningen
Leeuwarden,De.Friese.Meren,129,2015,Leeuwarden,Friesland
Leeuwarderadeel,De.Friese.Meren,3,2015,Leeuwarderadeel,Friesland
Lemsterland,De.Friese.Meren,NA,2015,Lemsterland,Friesland
Littenseradiel,De.Friese.Meren,21,2015,Littenseradiel,Friesland
Loppersum,De.Friese.Meren,0,2015,Loppersum,Groningen
De.Marne,De.Friese.Meren,0,2015,De Marne,Groningen
Marum,De.Friese.Meren,4,2015,Marum,Groningen
Menameradiel,De.Friese.Meren,2,2015,Menameradiel,Friesland
Menterwolde,De.Friese.Meren,2,2015,Menterwolde,Groningen
Meppel,De.Friese.Meren,5,2015,Meppel,Drenthe
Midden.Drenthe,De.Friese.Meren,9,2015,Midden Drenthe,Drenthe
Midden.Groningen,De.Friese.Meren,NA,2015,Midden Groningen,Groningen
Noordenveld,De.Friese.Meren,4,2015,Noordenveld,Drenthe
Oldambt,De.Friese.Meren,0,2015,Oldambt,Groningen
Ooststellingwerf,De.Friese.Meren,13,2015,Ooststellingwerf,Friesland
Opsterland,De.Friese.Meren,30,2015,Opsterland,Friesland
Pekela,De.Friese.Meren,1,2015,Pekela,Groningen
Schiermonnikoog,De.Friese.Meren,0,2015,Schiermonnikoog,Friesland
Skarsterlân,De.Friese.Meren,NA,2015,Skarsterlân,Friesland
Slochteren,De.Friese.Meren,4,2015,Slochteren,Groningen
Smallingerland,De.Friese.Meren,43,2015,Smallingerland,Friesland
Stadskanaal,De.Friese.Meren,1,2015,Stadskanaal,Groningen
Súdwest.Fryslân,De.Friese.Meren,215,2015,Súdwest Fryslân,Friesland
Terschelling,De.Friese.Meren,3,2015,Terschelling,Friesland
Tynaarlo,De.Friese.Meren,3,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,De.Friese.Meren,10,2015,Tytsjerksteradiel,Friesland
Veendam,De.Friese.Meren,0,2015,Veendam,Groningen
Vlagtwedde,De.Friese.Meren,4,2015,Vlagtwedde,Groningen
Vlieland,De.Friese.Meren,2,2015,Vlieland,Friesland
Waadhoeke,De.Friese.Meren,NA,2015,Waadhoeke,Friesland
Westerveld,De.Friese.Meren,2,2015,Westerveld,Drenthe
Westerwolde,De.Friese.Meren,NA,2015,Westerwolde,Groningen
Weststellingwerf,De.Friese.Meren,25,2015,Weststellingwerf,Friesland
Winsum,De.Friese.Meren,1,2015,Winsum,Groningen
De.Wolden,De.Friese.Meren,1,2015,De Wolden,Drenthe
Zuidhorn,De.Friese.Meren,2,2015,Zuidhorn,Groningen
Aa.en.Hunze,De.Fryske.Marren,NA,2015,Aa en Hunze,Drenthe
Achtkarspelen,De.Fryske.Marren,NA,2015,Achtkarspelen,Friesland
Ameland,De.Fryske.Marren,NA,2015,Ameland,Friesland
Appingedam,De.Fryske.Marren,NA,2015,Appingedam,Groningen
Assen,De.Fryske.Marren,NA,2015,Assen,Drenthe
Bedum,De.Fryske.Marren,NA,2015,Bedum,Groningen
Bellingwedde,De.Fryske.Marren,NA,2015,Bellingwedde,Groningen
het.Bildt,De.Fryske.Marren,NA,2015,het Bildt,Friesland
Boarnsterhim,De.Fryske.Marren,NA,2015,Boarnsterhim,Friesland
Ten.Boer,De.Fryske.Marren,NA,2015,Ten Boer,Groningen
Borger.Odoorn,De.Fryske.Marren,NA,2015,Borger Odoorn,Drenthe
Coevorden,De.Fryske.Marren,NA,2015,Coevorden,Drenthe
Dantumadiel,De.Fryske.Marren,NA,2015,Dantumadiel,Friesland
Delfzijl,De.Fryske.Marren,NA,2015,Delfzijl,Groningen
Dongeradeel,De.Fryske.Marren,NA,2015,Dongeradeel,Friesland
Eemsmond,De.Fryske.Marren,NA,2015,Eemsmond,Groningen
Emmen,De.Fryske.Marren,NA,2015,Emmen,Drenthe
Ferwerderadiel,De.Fryske.Marren,NA,2015,Ferwerderadiel,Friesland
Franekeradeel,De.Fryske.Marren,NA,2015,Franekeradeel,Friesland
De.Friese.Meren,De.Fryske.Marren,NA,2015,De Friese Meren,Friesland
De.Fryske.Marren,De.Fryske.Marren,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,De.Fryske.Marren,NA,2015,Gaasterlân Sleat,Friesland
Groningen,De.Fryske.Marren,NA,2015,Groningen,Groningen
Grootegast,De.Fryske.Marren,NA,2015,Grootegast,Groningen
Haren,De.Fryske.Marren,NA,2015,Haren,Groningen
Harlingen,De.Fryske.Marren,NA,2015,Harlingen,Friesland
Heerenveen,De.Fryske.Marren,NA,2015,Heerenveen,Friesland
Hoogeveen,De.Fryske.Marren,NA,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,De.Fryske.Marren,NA,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,De.Fryske.Marren,NA,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,De.Fryske.Marren,NA,2015,Leek,Groningen
Leeuwarden,De.Fryske.Marren,NA,2015,Leeuwarden,Friesland
Leeuwarderadeel,De.Fryske.Marren,NA,2015,Leeuwarderadeel,Friesland
Lemsterland,De.Fryske.Marren,NA,2015,Lemsterland,Friesland
Littenseradiel,De.Fryske.Marren,NA,2015,Littenseradiel,Friesland
Loppersum,De.Fryske.Marren,NA,2015,Loppersum,Groningen
De.Marne,De.Fryske.Marren,NA,2015,De Marne,Groningen
Marum,De.Fryske.Marren,NA,2015,Marum,Groningen
Menameradiel,De.Fryske.Marren,NA,2015,Menameradiel,Friesland
Menterwolde,De.Fryske.Marren,NA,2015,Menterwolde,Groningen
Meppel,De.Fryske.Marren,NA,2015,Meppel,Drenthe
Midden.Drenthe,De.Fryske.Marren,NA,2015,Midden Drenthe,Drenthe
Midden.Groningen,De.Fryske.Marren,NA,2015,Midden Groningen,Groningen
Noordenveld,De.Fryske.Marren,NA,2015,Noordenveld,Drenthe
Oldambt,De.Fryske.Marren,NA,2015,Oldambt,Groningen
Ooststellingwerf,De.Fryske.Marren,NA,2015,Ooststellingwerf,Friesland
Opsterland,De.Fryske.Marren,NA,2015,Opsterland,Friesland
Pekela,De.Fryske.Marren,NA,2015,Pekela,Groningen
Schiermonnikoog,De.Fryske.Marren,NA,2015,Schiermonnikoog,Friesland
Skarsterlân,De.Fryske.Marren,NA,2015,Skarsterlân,Friesland
Slochteren,De.Fryske.Marren,NA,2015,Slochteren,Groningen
Smallingerland,De.Fryske.Marren,NA,2015,Smallingerland,Friesland
Stadskanaal,De.Fryske.Marren,NA,2015,Stadskanaal,Groningen
Súdwest.Fryslân,De.Fryske.Marren,NA,2015,Súdwest Fryslân,Friesland
Terschelling,De.Fryske.Marren,NA,2015,Terschelling,Friesland
Tynaarlo,De.Fryske.Marren,NA,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,De.Fryske.Marren,NA,2015,Tytsjerksteradiel,Friesland
Veendam,De.Fryske.Marren,NA,2015,Veendam,Groningen
Vlagtwedde,De.Fryske.Marren,NA,2015,Vlagtwedde,Groningen
Vlieland,De.Fryske.Marren,NA,2015,Vlieland,Friesland
Waadhoeke,De.Fryske.Marren,NA,2015,Waadhoeke,Friesland
Westerveld,De.Fryske.Marren,NA,2015,Westerveld,Drenthe
Westerwolde,De.Fryske.Marren,NA,2015,Westerwolde,Groningen
Weststellingwerf,De.Fryske.Marren,NA,2015,Weststellingwerf,Friesland
Winsum,De.Fryske.Marren,NA,2015,Winsum,Groningen
De.Wolden,De.Fryske.Marren,NA,2015,De Wolden,Drenthe
Zuidhorn,De.Fryske.Marren,NA,2015,Zuidhorn,Groningen
Aa.en.Hunze,Gaasterlân.Sleat,NA,2015,Aa en Hunze,Drenthe
Achtkarspelen,Gaasterlân.Sleat,NA,2015,Achtkarspelen,Friesland
Ameland,Gaasterlân.Sleat,NA,2015,Ameland,Friesland
Appingedam,Gaasterlân.Sleat,NA,2015,Appingedam,Groningen
Assen,Gaasterlân.Sleat,NA,2015,Assen,Drenthe
Bedum,Gaasterlân.Sleat,NA,2015,Bedum,Groningen
Bellingwedde,Gaasterlân.Sleat,NA,2015,Bellingwedde,Groningen
het.Bildt,Gaasterlân.Sleat,NA,2015,het Bildt,Friesland
Boarnsterhim,Gaasterlân.Sleat,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Gaasterlân.Sleat,NA,2015,Ten Boer,Groningen
Borger.Odoorn,Gaasterlân.Sleat,NA,2015,Borger Odoorn,Drenthe
Coevorden,Gaasterlân.Sleat,NA,2015,Coevorden,Drenthe
Dantumadiel,Gaasterlân.Sleat,NA,2015,Dantumadiel,Friesland
Delfzijl,Gaasterlân.Sleat,NA,2015,Delfzijl,Groningen
Dongeradeel,Gaasterlân.Sleat,NA,2015,Dongeradeel,Friesland
Eemsmond,Gaasterlân.Sleat,NA,2015,Eemsmond,Groningen
Emmen,Gaasterlân.Sleat,NA,2015,Emmen,Drenthe
Ferwerderadiel,Gaasterlân.Sleat,NA,2015,Ferwerderadiel,Friesland
Franekeradeel,Gaasterlân.Sleat,NA,2015,Franekeradeel,Friesland
De.Friese.Meren,Gaasterlân.Sleat,NA,2015,De Friese Meren,Friesland
De.Fryske.Marren,Gaasterlân.Sleat,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Gaasterlân.Sleat,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Gaasterlân.Sleat,NA,2015,Groningen,Groningen
Grootegast,Gaasterlân.Sleat,NA,2015,Grootegast,Groningen
Haren,Gaasterlân.Sleat,NA,2015,Haren,Groningen
Harlingen,Gaasterlân.Sleat,NA,2015,Harlingen,Friesland
Heerenveen,Gaasterlân.Sleat,NA,2015,Heerenveen,Friesland
Hoogeveen,Gaasterlân.Sleat,NA,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Gaasterlân.Sleat,NA,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Gaasterlân.Sleat,NA,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Gaasterlân.Sleat,NA,2015,Leek,Groningen
Leeuwarden,Gaasterlân.Sleat,NA,2015,Leeuwarden,Friesland
Leeuwarderadeel,Gaasterlân.Sleat,NA,2015,Leeuwarderadeel,Friesland
Lemsterland,Gaasterlân.Sleat,NA,2015,Lemsterland,Friesland
Littenseradiel,Gaasterlân.Sleat,NA,2015,Littenseradiel,Friesland
Loppersum,Gaasterlân.Sleat,NA,2015,Loppersum,Groningen
De.Marne,Gaasterlân.Sleat,NA,2015,De Marne,Groningen
Marum,Gaasterlân.Sleat,NA,2015,Marum,Groningen
Menameradiel,Gaasterlân.Sleat,NA,2015,Menameradiel,Friesland
Menterwolde,Gaasterlân.Sleat,NA,2015,Menterwolde,Groningen
Meppel,Gaasterlân.Sleat,NA,2015,Meppel,Drenthe
Midden.Drenthe,Gaasterlân.Sleat,NA,2015,Midden Drenthe,Drenthe
Midden.Groningen,Gaasterlân.Sleat,NA,2015,Midden Groningen,Groningen
Noordenveld,Gaasterlân.Sleat,NA,2015,Noordenveld,Drenthe
Oldambt,Gaasterlân.Sleat,NA,2015,Oldambt,Groningen
Ooststellingwerf,Gaasterlân.Sleat,NA,2015,Ooststellingwerf,Friesland
Opsterland,Gaasterlân.Sleat,NA,2015,Opsterland,Friesland
Pekela,Gaasterlân.Sleat,NA,2015,Pekela,Groningen
Schiermonnikoog,Gaasterlân.Sleat,NA,2015,Schiermonnikoog,Friesland
Skarsterlân,Gaasterlân.Sleat,NA,2015,Skarsterlân,Friesland
Slochteren,Gaasterlân.Sleat,NA,2015,Slochteren,Groningen
Smallingerland,Gaasterlân.Sleat,NA,2015,Smallingerland,Friesland
Stadskanaal,Gaasterlân.Sleat,NA,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Gaasterlân.Sleat,NA,2015,Súdwest Fryslân,Friesland
Terschelling,Gaasterlân.Sleat,NA,2015,Terschelling,Friesland
Tynaarlo,Gaasterlân.Sleat,NA,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Gaasterlân.Sleat,NA,2015,Tytsjerksteradiel,Friesland
Veendam,Gaasterlân.Sleat,NA,2015,Veendam,Groningen
Vlagtwedde,Gaasterlân.Sleat,NA,2015,Vlagtwedde,Groningen
Vlieland,Gaasterlân.Sleat,NA,2015,Vlieland,Friesland
Waadhoeke,Gaasterlân.Sleat,NA,2015,Waadhoeke,Friesland
Westerveld,Gaasterlân.Sleat,NA,2015,Westerveld,Drenthe
Westerwolde,Gaasterlân.Sleat,NA,2015,Westerwolde,Groningen
Weststellingwerf,Gaasterlân.Sleat,NA,2015,Weststellingwerf,Friesland
Winsum,Gaasterlân.Sleat,NA,2015,Winsum,Groningen
De.Wolden,Gaasterlân.Sleat,NA,2015,De Wolden,Drenthe
Zuidhorn,Gaasterlân.Sleat,NA,2015,Zuidhorn,Groningen
Aa.en.Hunze,Groningen,239,2015,Aa en Hunze,Drenthe
Achtkarspelen,Groningen,80,2015,Achtkarspelen,Friesland
Ameland,Groningen,3,2015,Ameland,Friesland
Appingedam,Groningen,114,2015,Appingedam,Groningen
Assen,Groningen,523,2015,Assen,Drenthe
Bedum,Groningen,201,2015,Bedum,Groningen
Bellingwedde,Groningen,59,2015,Bellingwedde,Groningen
het.Bildt,Groningen,19,2015,het Bildt,Friesland
Boarnsterhim,Groningen,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Groningen,158,2015,Ten Boer,Groningen
