from,to,Migration,year,gemeente fromnaamvolledig,provincie from
Weststellingwerf,Ten.Boer,0,2015,Weststellingwerf,Friesland
Winsum,Ten.Boer,2,2015,Winsum,Groningen
De.Wolden,Ten.Boer,0,2015,De Wolden,Drenthe
Zuidhorn,Ten.Boer,10,2015,Zuidhorn,Groningen
Aa.en.Hunze,Borger.Odoorn,68,2015,Aa en Hunze,Drenthe
Achtkarspelen,Borger.Odoorn,0,2015,Achtkarspelen,Friesland
Ameland,Borger.Odoorn,0,2015,Ameland,Friesland
Appingedam,Borger.Odoorn,0,2015,Appingedam,Groningen
Assen,Borger.Odoorn,38,2015,Assen,Drenthe
Bedum,Borger.Odoorn,4,2015,Bedum,Groningen
Bellingwedde,Borger.Odoorn,3,2015,Bellingwedde,Groningen
het.Bildt,Borger.Odoorn,0,2015,het Bildt,Friesland
Boarnsterhim,Borger.Odoorn,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Borger.Odoorn,0,2015,Ten Boer,Groningen
Borger.Odoorn,Borger.Odoorn,NA,2015,Borger Odoorn,Drenthe
Coevorden,Borger.Odoorn,49,2015,Coevorden,Drenthe
Dantumadiel,Borger.Odoorn,0,2015,Dantumadiel,Friesland
Delfzijl,Borger.Odoorn,7,2015,Delfzijl,Groningen
Dongeradeel,Borger.Odoorn,0,2015,Dongeradeel,Friesland
Eemsmond,Borger.Odoorn,7,2015,Eemsmond,Groningen
Emmen,Borger.Odoorn,186,2015,Emmen,Drenthe
Ferwerderadiel,Borger.Odoorn,0,2015,Ferwerderadiel,Friesland
Franekeradeel,Borger.Odoorn,2,2015,Franekeradeel,Friesland
De.Friese.Meren,Borger.Odoorn,0,2015,De Friese Meren,Friesland
De.Fryske.Marren,Borger.Odoorn,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Borger.Odoorn,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Borger.Odoorn,120,2015,Groningen,Groningen
Grootegast,Borger.Odoorn,0,2015,Grootegast,Groningen
Haren,Borger.Odoorn,7,2015,Haren,Groningen
Harlingen,Borger.Odoorn,0,2015,Harlingen,Friesland
Heerenveen,Borger.Odoorn,0,2015,Heerenveen,Friesland
Hoogeveen,Borger.Odoorn,6,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Borger.Odoorn,10,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Borger.Odoorn,2,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Borger.Odoorn,5,2015,Leek,Groningen
Leeuwarden,Borger.Odoorn,5,2015,Leeuwarden,Friesland
Leeuwarderadeel,Borger.Odoorn,0,2015,Leeuwarderadeel,Friesland
Lemsterland,Borger.Odoorn,NA,2015,Lemsterland,Friesland
Littenseradiel,Borger.Odoorn,1,2015,Littenseradiel,Friesland
Loppersum,Borger.Odoorn,0,2015,Loppersum,Groningen
De.Marne,Borger.Odoorn,2,2015,De Marne,Groningen
Marum,Borger.Odoorn,1,2015,Marum,Groningen
Menameradiel,Borger.Odoorn,0,2015,Menameradiel,Friesland
Menterwolde,Borger.Odoorn,4,2015,Menterwolde,Groningen
Meppel,Borger.Odoorn,2,2015,Meppel,Drenthe
Midden.Drenthe,Borger.Odoorn,19,2015,Midden Drenthe,Drenthe
Midden.Groningen,Borger.Odoorn,NA,2015,Midden Groningen,Groningen
Noordenveld,Borger.Odoorn,3,2015,Noordenveld,Drenthe
Oldambt,Borger.Odoorn,15,2015,Oldambt,Groningen
Ooststellingwerf,Borger.Odoorn,5,2015,Ooststellingwerf,Friesland
Opsterland,Borger.Odoorn,4,2015,Opsterland,Friesland
Pekela,Borger.Odoorn,17,2015,Pekela,Groningen
Schiermonnikoog,Borger.Odoorn,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Borger.Odoorn,NA,2015,Skarsterlân,Friesland
Slochteren,Borger.Odoorn,6,2015,Slochteren,Groningen
Smallingerland,Borger.Odoorn,7,2015,Smallingerland,Friesland
Stadskanaal,Borger.Odoorn,177,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Borger.Odoorn,2,2015,Súdwest Fryslân,Friesland
Terschelling,Borger.Odoorn,2,2015,Terschelling,Friesland
Tynaarlo,Borger.Odoorn,16,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Borger.Odoorn,2,2015,Tytsjerksteradiel,Friesland
Veendam,Borger.Odoorn,16,2015,Veendam,Groningen
Vlagtwedde,Borger.Odoorn,45,2015,Vlagtwedde,Groningen
Vlieland,Borger.Odoorn,0,2015,Vlieland,Friesland
Waadhoeke,Borger.Odoorn,NA,2015,Waadhoeke,Friesland
Westerveld,Borger.Odoorn,3,2015,Westerveld,Drenthe
Westerwolde,Borger.Odoorn,NA,2015,Westerwolde,Groningen
Weststellingwerf,Borger.Odoorn,2,2015,Weststellingwerf,Friesland
Winsum,Borger.Odoorn,1,2015,Winsum,Groningen
De.Wolden,Borger.Odoorn,6,2015,De Wolden,Drenthe
Zuidhorn,Borger.Odoorn,0,2015,Zuidhorn,Groningen
Aa.en.Hunze,Coevorden,16,2015,Aa en Hunze,Drenthe
Achtkarspelen,Coevorden,1,2015,Achtkarspelen,Friesland
Ameland,Coevorden,0,2015,Ameland,Friesland
Appingedam,Coevorden,0,2015,Appingedam,Groningen
Assen,Coevorden,37,2015,Assen,Drenthe
Bedum,Coevorden,0,2015,Bedum,Groningen
Bellingwedde,Coevorden,0,2015,Bellingwedde,Groningen
het.Bildt,Coevorden,0,2015,het Bildt,Friesland
Boarnsterhim,Coevorden,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Coevorden,1,2015,Ten Boer,Groningen
Borger.Odoorn,Coevorden,49,2015,Borger Odoorn,Drenthe
Coevorden,Coevorden,NA,2015,Coevorden,Drenthe
Dantumadiel,Coevorden,1,2015,Dantumadiel,Friesland
Delfzijl,Coevorden,1,2015,Delfzijl,Groningen
Dongeradeel,Coevorden,1,2015,Dongeradeel,Friesland
Eemsmond,Coevorden,4,2015,Eemsmond,Groningen
Emmen,Coevorden,382,2015,Emmen,Drenthe
Ferwerderadiel,Coevorden,0,2015,Ferwerderadiel,Friesland
Franekeradeel,Coevorden,1,2015,Franekeradeel,Friesland
De.Friese.Meren,Coevorden,3,2015,De Friese Meren,Friesland
De.Fryske.Marren,Coevorden,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Coevorden,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Coevorden,59,2015,Groningen,Groningen
Grootegast,Coevorden,3,2015,Grootegast,Groningen
Haren,Coevorden,21,2015,Haren,Groningen
Harlingen,Coevorden,0,2015,Harlingen,Friesland
Heerenveen,Coevorden,8,2015,Heerenveen,Friesland
Hoogeveen,Coevorden,72,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Coevorden,0,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Coevorden,0,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Coevorden,0,2015,Leek,Groningen
Leeuwarden,Coevorden,11,2015,Leeuwarden,Friesland
Leeuwarderadeel,Coevorden,0,2015,Leeuwarderadeel,Friesland
Lemsterland,Coevorden,NA,2015,Lemsterland,Friesland
Littenseradiel,Coevorden,1,2015,Littenseradiel,Friesland
Loppersum,Coevorden,0,2015,Loppersum,Groningen
De.Marne,Coevorden,0,2015,De Marne,Groningen
Marum,Coevorden,2,2015,Marum,Groningen
Menameradiel,Coevorden,1,2015,Menameradiel,Friesland
Menterwolde,Coevorden,0,2015,Menterwolde,Groningen
Meppel,Coevorden,15,2015,Meppel,Drenthe
Midden.Drenthe,Coevorden,45,2015,Midden Drenthe,Drenthe
Midden.Groningen,Coevorden,NA,2015,Midden Groningen,Groningen
Noordenveld,Coevorden,6,2015,Noordenveld,Drenthe
Oldambt,Coevorden,7,2015,Oldambt,Groningen
Ooststellingwerf,Coevorden,6,2015,Ooststellingwerf,Friesland
Opsterland,Coevorden,5,2015,Opsterland,Friesland
Pekela,Coevorden,7,2015,Pekela,Groningen
Schiermonnikoog,Coevorden,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Coevorden,NA,2015,Skarsterlân,Friesland
Slochteren,Coevorden,0,2015,Slochteren,Groningen
Smallingerland,Coevorden,21,2015,Smallingerland,Friesland
Stadskanaal,Coevorden,25,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Coevorden,3,2015,Súdwest Fryslân,Friesland
Terschelling,Coevorden,0,2015,Terschelling,Friesland
Tynaarlo,Coevorden,12,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Coevorden,2,2015,Tytsjerksteradiel,Friesland
Veendam,Coevorden,0,2015,Veendam,Groningen
Vlagtwedde,Coevorden,78,2015,Vlagtwedde,Groningen
Vlieland,Coevorden,2,2015,Vlieland,Friesland
Waadhoeke,Coevorden,NA,2015,Waadhoeke,Friesland
Westerveld,Coevorden,33,2015,Westerveld,Drenthe
Westerwolde,Coevorden,NA,2015,Westerwolde,Groningen
Weststellingwerf,Coevorden,1,2015,Weststellingwerf,Friesland
Winsum,Coevorden,0,2015,Winsum,Groningen
De.Wolden,Coevorden,22,2015,De Wolden,Drenthe
Zuidhorn,Coevorden,2,2015,Zuidhorn,Groningen
Aa.en.Hunze,Dantumadiel,2,2015,Aa en Hunze,Drenthe
Achtkarspelen,Dantumadiel,81,2015,Achtkarspelen,Friesland
Ameland,Dantumadiel,5,2015,Ameland,Friesland
Appingedam,Dantumadiel,0,2015,Appingedam,Groningen
Assen,Dantumadiel,2,2015,Assen,Drenthe
Bedum,Dantumadiel,0,2015,Bedum,Groningen
Bellingwedde,Dantumadiel,1,2015,Bellingwedde,Groningen
het.Bildt,Dantumadiel,4,2015,het Bildt,Friesland
Boarnsterhim,Dantumadiel,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Dantumadiel,0,2015,Ten Boer,Groningen
Borger.Odoorn,Dantumadiel,0,2015,Borger Odoorn,Drenthe
Coevorden,Dantumadiel,0,2015,Coevorden,Drenthe
Dantumadiel,Dantumadiel,NA,2015,Dantumadiel,Friesland
Delfzijl,Dantumadiel,2,2015,Delfzijl,Groningen
Dongeradeel,Dantumadiel,123,2015,Dongeradeel,Friesland
Eemsmond,Dantumadiel,2,2015,Eemsmond,Groningen
Emmen,Dantumadiel,0,2015,Emmen,Drenthe
Ferwerderadiel,Dantumadiel,16,2015,Ferwerderadiel,Friesland
Franekeradeel,Dantumadiel,4,2015,Franekeradeel,Friesland
De.Friese.Meren,Dantumadiel,4,2015,De Friese Meren,Friesland
De.Fryske.Marren,Dantumadiel,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Dantumadiel,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Dantumadiel,28,2015,Groningen,Groningen
Grootegast,Dantumadiel,1,2015,Grootegast,Groningen
Haren,Dantumadiel,3,2015,Haren,Groningen
Harlingen,Dantumadiel,3,2015,Harlingen,Friesland
Heerenveen,Dantumadiel,9,2015,Heerenveen,Friesland
Hoogeveen,Dantumadiel,0,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Dantumadiel,0,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Dantumadiel,75,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Dantumadiel,0,2015,Leek,Groningen
Leeuwarden,Dantumadiel,59,2015,Leeuwarden,Friesland
Leeuwarderadeel,Dantumadiel,3,2015,Leeuwarderadeel,Friesland
Lemsterland,Dantumadiel,NA,2015,Lemsterland,Friesland
Littenseradiel,Dantumadiel,0,2015,Littenseradiel,Friesland
Loppersum,Dantumadiel,0,2015,Loppersum,Groningen
De.Marne,Dantumadiel,2,2015,De Marne,Groningen
Marum,Dantumadiel,0,2015,Marum,Groningen
Menameradiel,Dantumadiel,1,2015,Menameradiel,Friesland
Menterwolde,Dantumadiel,0,2015,Menterwolde,Groningen
Meppel,Dantumadiel,0,2015,Meppel,Drenthe
Midden.Drenthe,Dantumadiel,2,2015,Midden Drenthe,Drenthe
Midden.Groningen,Dantumadiel,NA,2015,Midden Groningen,Groningen
Noordenveld,Dantumadiel,2,2015,Noordenveld,Drenthe
Oldambt,Dantumadiel,1,2015,Oldambt,Groningen
Ooststellingwerf,Dantumadiel,2,2015,Ooststellingwerf,Friesland
Opsterland,Dantumadiel,3,2015,Opsterland,Friesland
Pekela,Dantumadiel,0,2015,Pekela,Groningen
Schiermonnikoog,Dantumadiel,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Dantumadiel,NA,2015,Skarsterlân,Friesland
Slochteren,Dantumadiel,0,2015,Slochteren,Groningen
Smallingerland,Dantumadiel,21,2015,Smallingerland,Friesland
Stadskanaal,Dantumadiel,2,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Dantumadiel,9,2015,Súdwest Fryslân,Friesland
Terschelling,Dantumadiel,1,2015,Terschelling,Friesland
Tynaarlo,Dantumadiel,2,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Dantumadiel,89,2015,Tytsjerksteradiel,Friesland
Veendam,Dantumadiel,1,2015,Veendam,Groningen
Vlagtwedde,Dantumadiel,2,2015,Vlagtwedde,Groningen
Vlieland,Dantumadiel,0,2015,Vlieland,Friesland
Waadhoeke,Dantumadiel,NA,2015,Waadhoeke,Friesland
Westerveld,Dantumadiel,0,2015,Westerveld,Drenthe
Westerwolde,Dantumadiel,NA,2015,Westerwolde,Groningen
Weststellingwerf,Dantumadiel,3,2015,Weststellingwerf,Friesland
Winsum,Dantumadiel,1,2015,Winsum,Groningen
De.Wolden,Dantumadiel,0,2015,De Wolden,Drenthe
Zuidhorn,Dantumadiel,4,2015,Zuidhorn,Groningen
Aa.en.Hunze,Delfzijl,3,2015,Aa en Hunze,Drenthe
Achtkarspelen,Delfzijl,0,2015,Achtkarspelen,Friesland
Ameland,Delfzijl,0,2015,Ameland,Friesland
Appingedam,Delfzijl,198,2015,Appingedam,Groningen
Assen,Delfzijl,5,2015,Assen,Drenthe
Bedum,Delfzijl,3,2015,Bedum,Groningen
Bellingwedde,Delfzijl,12,2015,Bellingwedde,Groningen
het.Bildt,Delfzijl,2,2015,het Bildt,Friesland
Boarnsterhim,Delfzijl,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Delfzijl,2,2015,Ten Boer,Groningen
Borger.Odoorn,Delfzijl,0,2015,Borger Odoorn,Drenthe
Coevorden,Delfzijl,1,2015,Coevorden,Drenthe
Dantumadiel,Delfzijl,1,2015,Dantumadiel,Friesland
Delfzijl,Delfzijl,NA,2015,Delfzijl,Groningen
Dongeradeel,Delfzijl,1,2015,Dongeradeel,Friesland
Eemsmond,Delfzijl,23,2015,Eemsmond,Groningen
Emmen,Delfzijl,11,2015,Emmen,Drenthe
Ferwerderadiel,Delfzijl,1,2015,Ferwerderadiel,Friesland
Franekeradeel,Delfzijl,0,2015,Franekeradeel,Friesland
De.Friese.Meren,Delfzijl,0,2015,De Friese Meren,Friesland
De.Fryske.Marren,Delfzijl,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Delfzijl,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Delfzijl,150,2015,Groningen,Groningen
Grootegast,Delfzijl,2,2015,Grootegast,Groningen
Haren,Delfzijl,5,2015,Haren,Groningen
Harlingen,Delfzijl,0,2015,Harlingen,Friesland
Heerenveen,Delfzijl,1,2015,Heerenveen,Friesland
Hoogeveen,Delfzijl,3,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Delfzijl,20,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Delfzijl,1,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Delfzijl,2,2015,Leek,Groningen
Leeuwarden,Delfzijl,12,2015,Leeuwarden,Friesland
Leeuwarderadeel,Delfzijl,0,2015,Leeuwarderadeel,Friesland
Lemsterland,Delfzijl,NA,2015,Lemsterland,Friesland
Littenseradiel,Delfzijl,0,2015,Littenseradiel,Friesland
Loppersum,Delfzijl,45,2015,Loppersum,Groningen
De.Marne,Delfzijl,9,2015,De Marne,Groningen
Marum,Delfzijl,0,2015,Marum,Groningen
Menameradiel,Delfzijl,0,2015,Menameradiel,Friesland
Menterwolde,Delfzijl,22,2015,Menterwolde,Groningen
Meppel,Delfzijl,0,2015,Meppel,Drenthe
Midden.Drenthe,Delfzijl,0,2015,Midden Drenthe,Drenthe
Midden.Groningen,Delfzijl,NA,2015,Midden Groningen,Groningen
Noordenveld,Delfzijl,7,2015,Noordenveld,Drenthe
Oldambt,Delfzijl,65,2015,Oldambt,Groningen
Ooststellingwerf,Delfzijl,0,2015,Ooststellingwerf,Friesland
Opsterland,Delfzijl,1,2015,Opsterland,Friesland
Pekela,Delfzijl,14,2015,Pekela,Groningen
Schiermonnikoog,Delfzijl,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Delfzijl,NA,2015,Skarsterlân,Friesland
Slochteren,Delfzijl,39,2015,Slochteren,Groningen
Smallingerland,Delfzijl,5,2015,Smallingerland,Friesland
Stadskanaal,Delfzijl,8,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Delfzijl,3,2015,Súdwest Fryslân,Friesland
Terschelling,Delfzijl,2,2015,Terschelling,Friesland
Tynaarlo,Delfzijl,15,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Delfzijl,0,2015,Tytsjerksteradiel,Friesland
Veendam,Delfzijl,31,2015,Veendam,Groningen
Vlagtwedde,Delfzijl,97,2015,Vlagtwedde,Groningen
Vlieland,Delfzijl,1,2015,Vlieland,Friesland
Waadhoeke,Delfzijl,NA,2015,Waadhoeke,Friesland
Westerveld,Delfzijl,1,2015,Westerveld,Drenthe
Westerwolde,Delfzijl,NA,2015,Westerwolde,Groningen
Weststellingwerf,Delfzijl,0,2015,Weststellingwerf,Friesland
Winsum,Delfzijl,2,2015,Winsum,Groningen
De.Wolden,Delfzijl,0,2015,De Wolden,Drenthe
Zuidhorn,Delfzijl,3,2015,Zuidhorn,Groningen
Aa.en.Hunze,Dongeradeel,2,2015,Aa en Hunze,Drenthe
Achtkarspelen,Dongeradeel,22,2015,Achtkarspelen,Friesland
Ameland,Dongeradeel,5,2015,Ameland,Friesland
Appingedam,Dongeradeel,0,2015,Appingedam,Groningen
Assen,Dongeradeel,1,2015,Assen,Drenthe
Bedum,Dongeradeel,0,2015,Bedum,Groningen
Bellingwedde,Dongeradeel,0,2015,Bellingwedde,Groningen
het.Bildt,Dongeradeel,7,2015,het Bildt,Friesland
Boarnsterhim,Dongeradeel,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Dongeradeel,0,2015,Ten Boer,Groningen
Borger.Odoorn,Dongeradeel,0,2015,Borger Odoorn,Drenthe
Coevorden,Dongeradeel,0,2015,Coevorden,Drenthe
Dantumadiel,Dongeradeel,140,2015,Dantumadiel,Friesland
Delfzijl,Dongeradeel,0,2015,Delfzijl,Groningen
Dongeradeel,Dongeradeel,NA,2015,Dongeradeel,Friesland
Eemsmond,Dongeradeel,0,2015,Eemsmond,Groningen
Emmen,Dongeradeel,2,2015,Emmen,Drenthe
Ferwerderadiel,Dongeradeel,35,2015,Ferwerderadiel,Friesland
Franekeradeel,Dongeradeel,3,2015,Franekeradeel,Friesland
De.Friese.Meren,Dongeradeel,2,2015,De Friese Meren,Friesland
De.Fryske.Marren,Dongeradeel,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Dongeradeel,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Dongeradeel,53,2015,Groningen,Groningen
Grootegast,Dongeradeel,4,2015,Grootegast,Groningen
Haren,Dongeradeel,3,2015,Haren,Groningen
Harlingen,Dongeradeel,4,2015,Harlingen,Friesland
Heerenveen,Dongeradeel,5,2015,Heerenveen,Friesland
Hoogeveen,Dongeradeel,1,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Dongeradeel,3,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Dongeradeel,65,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Dongeradeel,2,2015,Leek,Groningen
Leeuwarden,Dongeradeel,77,2015,Leeuwarden,Friesland
Leeuwarderadeel,Dongeradeel,3,2015,Leeuwarderadeel,Friesland
Lemsterland,Dongeradeel,NA,2015,Lemsterland,Friesland
Littenseradiel,Dongeradeel,2,2015,Littenseradiel,Friesland
Loppersum,Dongeradeel,0,2015,Loppersum,Groningen
De.Marne,Dongeradeel,6,2015,De Marne,Groningen
Marum,Dongeradeel,1,2015,Marum,Groningen
Menameradiel,Dongeradeel,1,2015,Menameradiel,Friesland
Menterwolde,Dongeradeel,0,2015,Menterwolde,Groningen
Meppel,Dongeradeel,0,2015,Meppel,Drenthe
Midden.Drenthe,Dongeradeel,1,2015,Midden Drenthe,Drenthe
Midden.Groningen,Dongeradeel,NA,2015,Midden Groningen,Groningen
Noordenveld,Dongeradeel,1,2015,Noordenveld,Drenthe
Oldambt,Dongeradeel,0,2015,Oldambt,Groningen
Ooststellingwerf,Dongeradeel,4,2015,Ooststellingwerf,Friesland
Opsterland,Dongeradeel,14,2015,Opsterland,Friesland
Pekela,Dongeradeel,0,2015,Pekela,Groningen
Schiermonnikoog,Dongeradeel,7,2015,Schiermonnikoog,Friesland
Skarsterlân,Dongeradeel,NA,2015,Skarsterlân,Friesland
Slochteren,Dongeradeel,0,2015,Slochteren,Groningen
Smallingerland,Dongeradeel,16,2015,Smallingerland,Friesland
Stadskanaal,Dongeradeel,5,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Dongeradeel,9,2015,Súdwest Fryslân,Friesland
Terschelling,Dongeradeel,5,2015,Terschelling,Friesland
Tynaarlo,Dongeradeel,2,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Dongeradeel,26,2015,Tytsjerksteradiel,Friesland
Veendam,Dongeradeel,4,2015,Veendam,Groningen
Vlagtwedde,Dongeradeel,0,2015,Vlagtwedde,Groningen
Vlieland,Dongeradeel,0,2015,Vlieland,Friesland
Waadhoeke,Dongeradeel,NA,2015,Waadhoeke,Friesland
Westerveld,Dongeradeel,4,2015,Westerveld,Drenthe
Westerwolde,Dongeradeel,NA,2015,Westerwolde,Groningen
Weststellingwerf,Dongeradeel,6,2015,Weststellingwerf,Friesland
Winsum,Dongeradeel,0,2015,Winsum,Groningen
De.Wolden,Dongeradeel,0,2015,De Wolden,Drenthe
Zuidhorn,Dongeradeel,2,2015,Zuidhorn,Groningen
Aa.en.Hunze,Eemsmond,5,2015,Aa en Hunze,Drenthe
Achtkarspelen,Eemsmond,1,2015,Achtkarspelen,Friesland
Ameland,Eemsmond,0,2015,Ameland,Friesland
Appingedam,Eemsmond,9,2015,Appingedam,Groningen
Assen,Eemsmond,4,2015,Assen,Drenthe
Bedum,Eemsmond,21,2015,Bedum,Groningen
Bellingwedde,Eemsmond,0,2015,Bellingwedde,Groningen
het.Bildt,Eemsmond,0,2015,het Bildt,Friesland
Boarnsterhim,Eemsmond,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Eemsmond,6,2015,Ten Boer,Groningen
Borger.Odoorn,Eemsmond,4,2015,Borger Odoorn,Drenthe
Coevorden,Eemsmond,0,2015,Coevorden,Drenthe
Dantumadiel,Eemsmond,1,2015,Dantumadiel,Friesland
Delfzijl,Eemsmond,34,2015,Delfzijl,Groningen
Dongeradeel,Eemsmond,0,2015,Dongeradeel,Friesland
Eemsmond,Eemsmond,NA,2015,Eemsmond,Groningen
Emmen,Eemsmond,3,2015,Emmen,Drenthe
Ferwerderadiel,Eemsmond,0,2015,Ferwerderadiel,Friesland
Franekeradeel,Eemsmond,0,2015,Franekeradeel,Friesland
De.Friese.Meren,Eemsmond,1,2015,De Friese Meren,Friesland
De.Fryske.Marren,Eemsmond,NA,2015,De Fryske Marren,Friesland
Gaasterlân.Sleat,Eemsmond,NA,2015,Gaasterlân Sleat,Friesland
Groningen,Eemsmond,109,2015,Groningen,Groningen
Grootegast,Eemsmond,6,2015,Grootegast,Groningen
Haren,Eemsmond,9,2015,Haren,Groningen
Harlingen,Eemsmond,1,2015,Harlingen,Friesland
Heerenveen,Eemsmond,2,2015,Heerenveen,Friesland
Hoogeveen,Eemsmond,0,2015,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Eemsmond,8,2015,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Eemsmond,0,2015,Kollumerland en Nieuwkruisland,Friesland
Leek,Eemsmond,3,2015,Leek,Groningen
Leeuwarden,Eemsmond,2,2015,Leeuwarden,Friesland
Leeuwarderadeel,Eemsmond,0,2015,Leeuwarderadeel,Friesland
Lemsterland,Eemsmond,NA,2015,Lemsterland,Friesland
Littenseradiel,Eemsmond,1,2015,Littenseradiel,Friesland
Loppersum,Eemsmond,76,2015,Loppersum,Groningen
De.Marne,Eemsmond,34,2015,De Marne,Groningen
Marum,Eemsmond,6,2015,Marum,Groningen
Menameradiel,Eemsmond,0,2015,Menameradiel,Friesland
Menterwolde,Eemsmond,5,2015,Menterwolde,Groningen
Meppel,Eemsmond,3,2015,Meppel,Drenthe
Midden.Drenthe,Eemsmond,0,2015,Midden Drenthe,Drenthe
Midden.Groningen,Eemsmond,NA,2015,Midden Groningen,Groningen
Noordenveld,Eemsmond,2,2015,Noordenveld,Drenthe
Oldambt,Eemsmond,9,2015,Oldambt,Groningen
Ooststellingwerf,Eemsmond,0,2015,Ooststellingwerf,Friesland
Opsterland,Eemsmond,1,2015,Opsterland,Friesland
Pekela,Eemsmond,3,2015,Pekela,Groningen
Schiermonnikoog,Eemsmond,0,2015,Schiermonnikoog,Friesland
Skarsterlân,Eemsmond,NA,2015,Skarsterlân,Friesland
Slochteren,Eemsmond,8,2015,Slochteren,Groningen
Smallingerland,Eemsmond,4,2015,Smallingerland,Friesland
Stadskanaal,Eemsmond,3,2015,Stadskanaal,Groningen
Súdwest.Fryslân,Eemsmond,0,2015,Súdwest Fryslân,Friesland
Terschelling,Eemsmond,1,2015,Terschelling,Friesland
Tynaarlo,Eemsmond,8,2015,Tynaarlo,Drenthe
Tytsjerksteradiel,Eemsmond,2,2015,Tytsjerksteradiel,Friesland
Veendam,Eemsmond,3,2015,Veendam,Groningen
Vlagtwedde,Eemsmond,2,2015,Vlagtwedde,Groningen
Vlieland,Eemsmond,0,2015,Vlieland,Friesland
Waadhoeke,Eemsmond,NA,2015,Waadhoeke,Friesland
Westerveld,Eemsmond,1,2015,Westerveld,Drenthe
Westerwolde,Eemsmond,NA,2015,Westerwolde,Groningen
Weststellingwerf,Eemsmond,0,2015,Weststellingwerf,Friesland
Winsum,Eemsmond,32,2015,Winsum,Groningen
De.Wolden,Eemsmond,0,2015,De Wolden,Drenthe
Zuidhorn,Eemsmond,4,2015,Zuidhorn,Groningen
Aa.en.Hunze,Emmen,34,2015,Aa en Hunze,Drenthe
Achtkarspelen,Emmen,3,2015,Achtkarspelen,Friesland
Ameland,Emmen,0,2015,Ameland,Friesland
Appingedam,Emmen,1,2015,Appingedam,Groningen
Assen,Emmen,81,2015,Assen,Drenthe
Bedum,Emmen,0,2015,Bedum,Groningen
Bellingwedde,Emmen,7,2015,Bellingwedde,Groningen
het.Bildt,Emmen,2,2015,het Bildt,Friesland
Boarnsterhim,Emmen,NA,2015,Boarnsterhim,Friesland
Ten.Boer,Emmen,1,2015,Ten Boer,Groningen
Borger.Odoorn,Emmen,246,2015,Borger Odoorn,Drenthe
Coevorden,Emmen,397,2015,Coevorden,Drenthe
Dantumadiel,Emmen,2,2015,Dantumadiel,Friesland
Delfzijl,Emmen,24,2015,Delfzijl,Groningen
Dongeradeel,Emmen,5,2015,Dongeradeel,Friesland
Eemsmond,Emmen,3,2015,Eemsmond,Groningen
Emmen,Emmen,NA,2015,Emmen,Drenthe
